PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,isNull
275,1,3,"Healy, Miss. Hanora ""Nora""",False,,0,0,370375,7.75,,2,1,True
276,1,1,"Andrews, Miss. Kornelia Theodosia",False,63.0,1,0,13502,77.9583,D7,0,1,False
277,0,3,"Lindblom, Miss. Augusta Charlotta",False,45.0,0,0,347073,7.75,,0,1,False
278,0,2,"Parkes, Mr. Francis ""Frank""",True,,0,0,239853,0.0,,0,0,True
279,0,3,"Rice, Master. Eric",True,7.0,4,1,382652,29.125,,2,3,False
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",False,35.0,1,1,C.A. 2673,20.25,,0,2,False
281,0,3,"Duane, Mr. Frank",True,65.0,0,0,336439,7.75,,2,0,False
282,0,3,"Olsson, Mr. Nils Johan Goransson",True,28.0,0,0,347464,7.8542,,0,0,False
283,0,3,"de Pelsmaeker, Mr. Alfons",True,16.0,0,0,345778,9.5,,0,0,False
284,1,3,"Dorking, Mr. Edward Arthur",True,19.0,0,0,A/5. 10482,8.05,,0,0,False
285,0,1,"Smith, Mr. Richard William",True,,0,0,113056,26.0,A19,0,0,True
286,0,3,"Stankovic, Mr. Ivan",True,33.0,0,0,349239,8.6625,,1,0,False
287,1,3,"de Mulder, Mr. Theodore",True,30.0,0,0,345774,9.5,,0,0,False
288,0,3,"Naidenoff, Mr. Penko",True,22.0,0,0,349206,7.8958,,0,0,False
289,1,2,"Hosono, Mr. Masabumi",True,42.0,0,0,237798,13.0,,0,0,False
290,1,3,"Connolly, Miss. Kate",False,22.0,0,0,370373,7.75,,2,1,False
291,1,1,"Barber, Miss. Ellen ""Nellie""",False,26.0,0,0,19877,78.85,,0,1,False
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",False,19.0,1,0,11967,91.0792,B49,1,2,False
293,0,2,"Levy, Mr. Rene Jacques",True,36.0,0,0,SC/Paris 2163,12.875,D,1,0,False
294,0,3,"Haas, Miss. Aloisia",False,24.0,0,0,349236,8.85,,0,1,False
295,0,3,"Mineff, Mr. Ivan",True,24.0,0,0,349233,7.8958,,0,0,False
296,0,1,"Lewy, Mr. Ervin G",True,,0,0,PC 17612,27.7208,,1,0,True
297,0,3,"Hanna, Mr. Mansour",True,23.5,0,0,2693,7.2292,,1,0,False
298,0,1,"Allison, Miss. Helen Loraine",False,2.0,1,2,113781,151.55,C22 C26,0,1,False
299,1,1,"Saalfeld, Mr. Adolphe",True,,0,0,19988,30.5,C106,0,0,True
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",False,50.0,0,1,PC 17558,247.5208,B58 B60,1,2,False
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",False,,0,0,9234,7.75,,2,1,True
302,1,3,"McCoy, Mr. Bernard",True,,2,0,367226,23.25,,2,0,True
303,0,3,"Johnson, Mr. William Cahoone Jr",True,19.0,0,0,LINE,0.0,,0,0,False
304,1,2,"Keane, Miss. Nora A",False,,0,0,226593,12.35,E101,2,1,True
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",True,,0,0,A/5 2466,8.05,,0,0,True
306,1,1,"Allison, Master. Hudson Trevor",True,0.92,1,2,113781,151.55,C22 C26,0,3,False
307,1,1,"Fleming, Miss. Margaret",False,,0,0,17421,110.8833,,1,1,True
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",False,17.0,1,0,PC 17758,108.9,C65,1,2,False
309,0,2,"Abelson, Mr. Samuel",True,30.0,1,0,P/PP 3381,24.0,,1,0,False
310,1,1,"Francatelli, Miss. Laura Mabel",False,30.0,0,0,PC 17485,56.9292,E36,1,1,False
311,1,1,"Hays, Miss. Margaret Bechstein",False,24.0,0,0,11767,83.1583,C54,1,1,False
312,1,1,"Ryerson, Miss. Emily Borie",False,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,1,1,False
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",False,26.0,1,1,250651,26.0,,0,2,False
314,0,3,"Hendekovic, Mr. Ignjac",True,28.0,0,0,349243,7.8958,,0,0,False
315,0,2,"Hart, Mr. Benjamin",True,43.0,1,1,F.C.C. 13529,26.25,,0,0,False
316,1,3,"Nilsson, Miss. Helmina Josefina",False,26.0,0,0,347470,7.8542,,0,1,False
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",False,24.0,1,0,244367,26.0,,0,2,False
318,0,2,"Moraweck, Dr. Ernest",True,54.0,0,0,29011,14.0,,0,4,False
319,1,1,"Wick, Miss. Mary Natalie",False,31.0,0,2,36928,164.8667,C7,0,1,False
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",False,40.0,1,1,16966,134.5,E34,1,2,False
321,0,3,"Dennis, Mr. Samuel",True,22.0,0,0,A/5 21172,7.25,,0,0,False
322,0,3,"Danoff, Mr. Yoto",True,27.0,0,0,349219,7.8958,,0,0,False
323,1,2,"Slayter, Miss. Hilda Mary",False,30.0,0,0,234818,12.35,,2,1,False
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",False,22.0,1,1,248738,29.0,,0,2,False
325,0,3,"Sage, Mr. George John Jr",True,,8,2,CA. 2343,69.55,,0,0,True
326,1,1,"Young, Miss. Marie Grice",False,36.0,0,0,PC 17760,135.6333,C32,1,1,False
327,0,3,"Nysveen, Mr. Johan Hansen",True,61.0,0,0,345364,6.2375,,0,0,False
328,1,2,"Ball, Mrs. (Ada E Hall)",False,36.0,0,0,28551,13.0,D,0,2,False
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",False,31.0,1,1,363291,20.525,,0,2,False
330,1,1,"Hippach, Miss. Jean Gertrude",False,16.0,0,1,111361,57.9792,B18,1,1,False
331,1,3,"McCoy, Miss. Agnes",False,,2,0,367226,23.25,,2,1,True
332,0,1,"Partner, Mr. Austen",True,45.5,0,0,113043,28.5,C124,0,0,False
333,0,1,"Graham, Mr. George Edward",True,38.0,0,1,PC 17582,153.4625,C91,0,0,False
334,0,3,"Vander Planke, Mr. Leo Edmondus",True,16.0,2,0,345764,18.0,,0,0,False
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",False,,1,0,PC 17611,133.65,,0,2,True
336,0,3,"Denkoff, Mr. Mitto",True,,0,0,349225,7.8958,,0,0,True
337,0,1,"Pears, Mr. Thomas Clinton",True,29.0,1,0,113776,66.6,C2,0,0,False
338,1,1,"Burns, Miss. Elizabeth Margaret",False,41.0,0,0,16966,134.5,E40,1,1,False
339,1,3,"Dahl, Mr. Karl Edwart",True,45.0,0,0,7598,8.05,,0,0,False
340,0,1,"Blackwell, Mr. Stephen Weart",True,45.0,0,0,113784,35.5,T,0,0,False
341,1,2,"Navratil, Master. Edmond Roger",True,2.0,1,1,230080,26.0,F2,0,3,False
342,1,1,"Fortune, Miss. Alice Elizabeth",False,24.0,3,2,19950,263.0,C23 C25 C27,0,1,False
343,0,2,"Collander, Mr. Erik Gustaf",True,28.0,0,0,248740,13.0,,0,0,False
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",True,25.0,0,0,244361,13.0,,0,0,False
345,0,2,"Fox, Mr. Stanley Hubert",True,36.0,0,0,229236,13.0,,0,0,False
346,1,2,"Brown, Miss. Amelia ""Mildred""",False,24.0,0,0,248733,13.0,F33,0,1,False
347,1,2,"Smith, Miss. Marion Elsie",False,40.0,0,0,31418,13.0,,0,1,False
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",False,,1,0,386525,16.1,,0,2,True
349,1,3,"Coutts, Master. William Loch ""William""",True,3.0,1,1,C.A. 37671,15.9,,0,3,False
350,0,3,"Dimic, Mr. Jovan",True,42.0,0,0,315088,8.6625,,0,0,False
351,0,3,"Odahl, Mr. Nils Martin",True,23.0,0,0,7267,9.225,,0,0,False
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",True,,0,0,113510,35.0,C128,0,0,True
353,0,3,"Elias, Mr. Tannous",True,15.0,1,1,2695,7.2292,,1,0,False
354,0,3,"Arnold-Franchi, Mr. Josef",True,25.0,1,0,349237,17.8,,0,0,False
355,0,3,"Yousif, Mr. Wazli",True,,0,0,2647,7.225,,1,0,True
356,0,3,"Vanden Steen, Mr. Leo Peter",True,28.0,0,0,345783,9.5,,0,0,False
357,1,1,"Bowerman, Miss. Elsie Edith",False,22.0,0,1,113505,55.0,E33,0,1,False
358,0,2,"Funk, Miss. Annie Clemmer",False,38.0,0,0,237671,13.0,,0,1,False
359,1,3,"McGovern, Miss. Mary",False,,0,0,330931,7.8792,,2,1,True
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",False,,0,0,330980,7.8792,,2,1,True
361,0,3,"Skoog, Mr. Wilhelm",True,40.0,1,4,347088,27.9,,0,0,False
362,0,2,"del Carlo, Mr. Sebastiano",True,29.0,1,0,SC/PARIS 2167,27.7208,,1,0,False
363,0,3,"Barbara, Mrs. (Catherine David)",False,45.0,0,1,2691,14.4542,,1,2,False
364,0,3,"Asim, Mr. Adola",True,35.0,0,0,SOTON/O.Q. 3101310,7.05,,0,0,False
365,0,3,"O'Brien, Mr. Thomas",True,,1,0,370365,15.5,,2,0,True
366,0,3,"Adahl, Mr. Mauritz Nils Martin",True,30.0,0,0,C 7076,7.25,,0,0,False
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",False,60.0,1,0,110813,75.25,D37,1,2,False
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",False,,0,0,2626,7.2292,,1,2,True
369,1,3,"Jermyn, Miss. Annie",False,,0,0,14313,7.75,,2,1,True
370,1,1,"Aubart, Mme. Leontine Pauline",False,24.0,0,0,PC 17477,69.3,B35,1,4,False
371,1,1,"Harder, Mr. George Achilles",True,25.0,1,0,11765,55.4417,E50,1,0,False
372,0,3,"Wiklund, Mr. Jakob Alfred",True,18.0,1,0,3101267,6.4958,,0,0,False
373,0,3,"Beavan, Mr. William Thomas",True,19.0,0,0,323951,8.05,,0,0,False
374,0,1,"Ringhini, Mr. Sante",True,22.0,0,0,PC 17760,135.6333,,1,0,False
375,0,3,"Palsson, Miss. Stina Viola",False,3.0,3,1,349909,21.075,,0,1,False
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",False,,1,0,PC 17604,82.1708,,1,2,True
377,1,3,"Landergren, Miss. Aurora Adelia",False,22.0,0,0,C 7077,7.25,,0,1,False
378,0,1,"Widener, Mr. Harry Elkins",True,27.0,0,2,113503,211.5,C82,1,0,False
379,0,3,"Betros, Mr. Tannous",True,20.0,0,0,2648,4.0125,,1,0,False
380,0,3,"Gustafsson, Mr. Karl Gideon",True,19.0,0,0,347069,7.775,,0,0,False
381,1,1,"Bidois, Miss. Rosalie",False,42.0,0,0,PC 17757,227.525,,1,1,False
382,1,3,"Nakid, Miss. Maria (""Mary"")",False,1.0,0,2,2653,15.7417,,1,1,False
383,0,3,"Tikkanen, Mr. Juho",True,32.0,0,0,STON/O 2. 3101293,7.925,,0,0,False
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",False,35.0,1,0,113789,52.0,,0,2,False
385,0,3,"Plotcharsky, Mr. Vasil",True,,0,0,349227,7.8958,,0,0,True
386,0,2,"Davies, Mr. Charles Henry",True,18.0,0,0,S.O.C. 14879,73.5,,0,0,False
387,0,3,"Goodwin, Master. Sidney Leonard",True,1.0,5,2,CA 2144,46.9,,0,3,False
388,1,2,"Buss, Miss. Kate",False,36.0,0,0,27849,13.0,,0,1,False
389,0,3,"Sadlier, Mr. Matthew",True,,0,0,367655,7.7292,,2,0,True
390,1,2,"Lehmann, Miss. Bertha",False,17.0,0,0,SC 1748,12.0,,1,1,False
391,1,1,"Carter, Mr. William Ernest",True,36.0,1,2,113760,120.0,B96 B98,0,0,False
392,1,3,"Jansson, Mr. Carl Olof",True,21.0,0,0,350034,7.7958,,0,0,False
393,0,3,"Gustafsson, Mr. Johan Birger",True,28.0,2,0,3101277,7.925,,0,0,False
394,1,1,"Newell, Miss. Marjorie",False,23.0,1,0,35273,113.275,D36,1,1,False
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",False,24.0,0,2,PP 9549,16.7,G6,0,2,False
396,0,3,"Johansson, Mr. Erik",True,22.0,0,0,350052,7.7958,,0,0,False
397,0,3,"Olsson, Miss. Elina",False,31.0,0,0,350407,7.8542,,0,1,False
398,0,2,"McKane, Mr. Peter David",True,46.0,0,0,28403,26.0,,0,0,False
399,0,2,"Pain, Dr. Alfred",True,23.0,0,0,244278,10.5,,0,4,False
400,1,2,"Trout, Mrs. William H (Jessie L)",False,28.0,0,0,240929,12.65,,0,2,False
401,1,3,"Niskanen, Mr. Juha",True,39.0,0,0,STON/O 2. 3101289,7.925,,0,0,False
402,0,3,"Adams, Mr. John",True,26.0,0,0,341826,8.05,,0,0,False
403,0,3,"Jussila, Miss. Mari Aina",False,21.0,1,0,4137,9.825,,0,1,False
404,0,3,"Hakkarainen, Mr. Pekka Pietari",True,28.0,1,0,STON/O2. 3101279,15.85,,0,0,False
405,0,3,"Oreskovic, Miss. Marija",False,20.0,0,0,315096,8.6625,,0,1,False
406,0,2,"Gale, Mr. Shadrach",True,34.0,1,0,28664,21.0,,0,0,False
407,0,3,"Widegren, Mr. Carl/Charles Peter",True,51.0,0,0,347064,7.75,,0,0,False
408,1,2,"Richards, Master. William Rowe",True,3.0,1,1,29106,18.75,,0,3,False
409,0,3,"Birkeland, Mr. Hans Martin Monsen",True,21.0,0,0,312992,7.775,,0,0,False
410,0,3,"Lefebre, Miss. Ida",False,,3,1,4133,25.4667,,0,1,True
411,0,3,"Sdycoff, Mr. Todor",True,,0,0,349222,7.8958,,0,0,True
412,0,3,"Hart, Mr. Henry",True,,0,0,394140,6.8583,,2,0,True
413,1,1,"Minahan, Miss. Daisy E",False,33.0,1,0,19928,90.0,C78,2,1,False
414,0,2,"Cunningham, Mr. Alfred Fleming",True,,0,0,239853,0.0,,0,0,True
415,1,3,"Sundman, Mr. Johan Julian",True,44.0,0,0,STON/O 2. 3101269,7.925,,0,0,False
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",False,,0,0,343095,8.05,,0,2,True
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",False,34.0,1,1,28220,32.5,,0,2,False
418,1,2,"Silven, Miss. Lyyli Karoliina",False,18.0,0,2,250652,13.0,,0,1,False
419,0,2,"Matthews, Mr. William John",True,30.0,0,0,28228,13.0,,0,0,False
420,0,3,"Van Impe, Miss. Catharina",False,10.0,0,2,345773,24.15,,0,1,False
421,0,3,"Gheorgheff, Mr. Stanio",True,,0,0,349254,7.8958,,1,0,True
422,0,3,"Charters, Mr. David",True,21.0,0,0,A/5. 13032,7.7333,,2,0,False
423,0,3,"Zimmerman, Mr. Leo",True,29.0,0,0,315082,7.875,,0,0,False
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",False,28.0,1,1,347080,14.4,,0,2,False
425,0,3,"Rosblom, Mr. Viktor Richard",True,18.0,1,1,370129,20.2125,,0,0,False
426,0,3,"Wiseman, Mr. Phillippe",True,,0,0,A/4. 34244,7.25,,0,0,True
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",False,28.0,1,0,2003,26.0,,0,2,False
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",False,19.0,0,0,250655,26.0,,0,1,False
429,0,3,"Flynn, Mr. James",True,,0,0,364851,7.75,,2,0,True
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",True,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,0,0,False
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",True,28.0,0,0,110564,26.55,C52,0,0,False
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",False,,1,0,376564,16.1,,0,2,True
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",False,42.0,1,0,SC/AH 3085,26.0,,0,2,False
434,0,3,"Kallio, Mr. Nikolai Erland",True,17.0,0,0,STON/O 2. 3101274,7.125,,0,0,False
435,0,1,"Silvey, Mr. William Baird",True,50.0,1,0,13507,55.9,E44,0,0,False
436,1,1,"Carter, Miss. Lucile Polk",False,14.0,1,2,113760,120.0,B96 B98,0,1,False
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",False,21.0,2,2,W./C. 6608,34.375,,0,1,False
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",False,24.0,2,3,29106,18.75,,0,2,False
439,0,1,"Fortune, Mr. Mark",True,64.0,1,4,19950,263.0,C23 C25 C27,0,0,False
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",True,31.0,0,0,C.A. 18723,10.5,,0,0,False
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",False,45.0,1,1,F.C.C. 13529,26.25,,0,2,False
442,0,3,"Hampe, Mr. Leon",True,20.0,0,0,345769,9.5,,0,0,False
443,0,3,"Petterson, Mr. Johan Emil",True,25.0,1,0,347076,7.775,,0,0,False
444,1,2,"Reynaldo, Ms. Encarnacion",False,28.0,0,0,230434,13.0,,0,4,False
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",True,,0,0,65306,8.1125,,0,0,True
446,1,1,"Dodge, Master. Washington",True,4.0,0,2,33638,81.8583,A34,0,3,False
447,1,2,"Mellinger, Miss. Madeleine Violet",False,13.0,0,1,250644,19.5,,0,1,False
448,1,1,"Seward, Mr. Frederic Kimber",True,34.0,0,0,113794,26.55,,0,0,False
449,1,3,"Baclini, Miss. Marie Catherine",False,5.0,2,1,2666,19.2583,,1,1,False
450,1,1,"Peuchen, Major. Arthur Godfrey",True,52.0,0,0,113786,30.5,C104,0,4,False
451,0,2,"West, Mr. Edwy Arthur",True,36.0,1,2,C.A. 34651,27.75,,0,0,False
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",True,,1,0,65303,19.9667,,0,0,True
453,0,1,"Foreman, Mr. Benjamin Laventall",True,30.0,0,0,113051,27.75,C111,1,0,False
454,1,1,"Goldenberg, Mr. Samuel L",True,49.0,1,0,17453,89.1042,C92,1,0,False
455,0,3,"Peduzzi, Mr. Joseph",True,,0,0,A/5 2817,8.05,,0,0,True
456,1,3,"Jalsevac, Mr. Ivan",True,29.0,0,0,349240,7.8958,,1,0,False
457,0,1,"Millet, Mr. Francis Davis",True,65.0,0,0,13509,26.55,E38,0,0,False
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",False,,1,0,17464,51.8625,D21,0,2,True
459,1,2,"Toomey, Miss. Ellen",False,50.0,0,0,F.C.C. 13531,10.5,,0,1,False
460,0,3,"O'Connor, Mr. Maurice",True,,0,0,371060,7.75,,2,0,True
461,1,1,"Anderson, Mr. Harry",True,48.0,0,0,19952,26.55,E12,0,0,False
462,0,3,"Morley, Mr. William",True,34.0,0,0,364506,8.05,,0,0,False
463,0,1,"Gee, Mr. Arthur H",True,47.0,0,0,111320,38.5,E63,0,0,False
464,0,2,"Milling, Mr. Jacob Christian",True,48.0,0,0,234360,13.0,,0,0,False
465,0,3,"Maisner, Mr. Simon",True,,0,0,A/S 2816,8.05,,0,0,True
466,0,3,"Goncalves, Mr. Manuel Estanslas",True,38.0,0,0,SOTON/O.Q. 3101306,7.05,,0,0,False
467,0,2,"Campbell, Mr. William",True,,0,0,239853,0.0,,0,0,True
468,0,1,"Smart, Mr. John Montgomery",True,56.0,0,0,113792,26.55,,0,0,False
469,0,3,"Scanlan, Mr. James",True,,0,0,36209,7.725,,2,0,True
470,1,3,"Baclini, Miss. Helene Barbara",False,0.75,2,1,2666,19.2583,,1,1,False
471,0,3,"Keefe, Mr. Arthur",True,,0,0,323592,7.25,,0,0,True
472,0,3,"Cacic, Mr. Luka",True,38.0,0,0,315089,8.6625,,0,0,False
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",False,33.0,1,2,C.A. 34651,27.75,,0,2,False
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",False,23.0,0,0,SC/AH Basle 541,13.7917,D,1,2,False
475,0,3,"Strandberg, Miss. Ida Sofia",False,22.0,0,0,7553,9.8375,,0,1,False
476,0,1,"Clifford, Mr. George Quincy",True,,0,0,110465,52.0,A14,0,0,True
477,0,2,"Renouf, Mr. Peter Henry",True,34.0,1,0,31027,21.0,,0,0,False
478,0,3,"Braund, Mr. Lewis Richard",True,29.0,1,0,3460,7.0458,,0,0,False
479,0,3,"Karlsson, Mr. Nils August",True,22.0,0,0,350060,7.5208,,0,0,False
480,1,3,"Hirvonen, Miss. Hildur E",False,2.0,0,1,3101298,12.2875,,0,1,False
481,0,3,"Goodwin, Master. Harold Victor",True,9.0,5,2,CA 2144,46.9,,0,3,False
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",True,,0,0,239854,0.0,,0,0,True
483,0,3,"Rouse, Mr. Richard Henry",True,50.0,0,0,A/5 3594,8.05,,0,0,False
484,1,3,"Turkula, Mrs. (Hedwig)",False,63.0,0,0,4134,9.5875,,0,2,False
485,1,1,"Bishop, Mr. Dickinson H",True,25.0,1,0,11967,91.0792,B49,1,0,False
486,0,3,"Lefebre, Miss. Jeannie",False,,3,1,4133,25.4667,,0,1,True
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",False,35.0,1,0,19943,90.0,C93,0,2,False
488,0,1,"Kent, Mr. Edward Austin",True,58.0,0,0,11771,29.7,B37,1,0,False
489,0,3,"Somerton, Mr. Francis William",True,30.0,0,0,A.5. 18509,8.05,,0,0,False
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",True,9.0,1,1,C.A. 37671,15.9,,0,3,False
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",True,,1,0,65304,19.9667,,0,0,True
492,0,3,"Windelov, Mr. Einar",True,21.0,0,0,SOTON/OQ 3101317,7.25,,0,0,False
493,0,1,"Molson, Mr. Harry Markland",True,55.0,0,0,113787,30.5,C30,0,0,False
494,0,1,"Artagaveytia, Mr. Ramon",True,71.0,0,0,PC 17609,49.5042,,1,0,False
495,0,3,"Stanley, Mr. Edward Roland",True,21.0,0,0,A/4 45380,8.05,,0,0,False
496,0,3,"Yousseff, Mr. Gerious",True,,0,0,2627,14.4583,,1,0,True
497,1,1,"Eustis, Miss. Elizabeth Mussey",False,54.0,1,0,36947,78.2667,D20,1,1,False
498,0,3,"Shellard, Mr. Frederick William",True,,0,0,C.A. 6212,15.1,,0,0,True
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",False,25.0,1,2,113781,151.55,C22 C26,0,2,False
500,0,3,"Svensson, Mr. Olof",True,24.0,0,0,350035,7.7958,,0,0,False
501,0,3,"Calic, Mr. Petar",True,17.0,0,0,315086,8.6625,,0,0,False
502,0,3,"Canavan, Miss. Mary",False,21.0,0,0,364846,7.75,,2,1,False
503,0,3,"O'Sullivan, Miss. Bridget Mary",False,,0,0,330909,7.6292,,2,1,True
504,0,3,"Laitinen, Miss. Kristina Sofia",False,37.0,0,0,4135,9.5875,,0,1,False
505,1,1,"Maioni, Miss. Roberta",False,16.0,0,0,110152,86.5,B79,0,1,False
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",True,18.0,1,0,PC 17758,108.9,C65,1,0,False
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",False,33.0,0,2,26360,26.0,,0,2,False
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",True,,0,0,111427,26.55,,0,0,True
509,0,3,"Olsen, Mr. Henry Margido",True,28.0,0,0,C 4001,22.525,,0,0,False
510,1,3,"Lang, Mr. Fang",True,26.0,0,0,1601,56.4958,,0,0,False
511,1,3,"Daly, Mr. Eugene Patrick",True,29.0,0,0,382651,7.75,,2,0,False
512,0,3,"Webber, Mr. James",True,,0,0,SOTON/OQ 3101316,8.05,,0,0,True
513,1,1,"McGough, Mr. James Robert",True,36.0,0,0,PC 17473,26.2875,E25,0,0,False
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",False,54.0,1,0,PC 17603,59.4,,1,2,False
515,0,3,"Coleff, Mr. Satio",True,24.0,0,0,349209,7.4958,,0,0,False
516,0,1,"Walker, Mr. William Anderson",True,47.0,0,0,36967,34.0208,D46,0,0,False
517,1,2,"Lemore, Mrs. (Amelia Milley)",False,34.0,0,0,C.A. 34260,10.5,F33,0,2,False
518,0,3,"Ryan, Mr. Patrick",True,,0,0,371110,24.15,,2,0,True
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",False,36.0,1,0,226875,26.0,,0,2,False
520,0,3,"Pavlovic, Mr. Stefo",True,32.0,0,0,349242,7.8958,,0,0,False
521,1,1,"Perreault, Miss. Anne",False,30.0,0,0,12749,93.5,B73,0,1,False
522,0,3,"Vovk, Mr. Janko",True,22.0,0,0,349252,7.8958,,0,0,False
523,0,3,"Lahoud, Mr. Sarkis",True,,0,0,2624,7.225,,1,0,True
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",False,44.0,0,1,111361,57.9792,B18,1,2,False
525,0,3,"Kassem, Mr. Fared",True,,0,0,2700,7.2292,,1,0,True
526,0,3,"Farrell, Mr. James",True,40.5,0,0,367232,7.75,,2,0,False
527,1,2,"Ridsdale, Miss. Lucy",False,50.0,0,0,W./C. 14258,10.5,,0,1,False
528,0,1,"Farthing, Mr. John",True,,0,0,PC 17483,221.7792,C95,0,0,True
529,0,3,"Salonen, Mr. Johan Werner",True,39.0,0,0,3101296,7.925,,0,0,False
530,0,2,"Hocking, Mr. Richard George",True,23.0,2,1,29104,11.5,,0,0,False
531,1,2,"Quick, Miss. Phyllis May",False,2.0,1,1,26360,26.0,,0,1,False
532,0,3,"Toufik, Mr. Nakli",True,,0,0,2641,7.2292,,1,0,True
533,0,3,"Elias, Mr. Joseph Jr",True,17.0,1,1,2690,7.2292,,1,0,False
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",False,,0,2,2668,22.3583,,1,2,True
535,0,3,"Cacic, Miss. Marija",False,30.0,0,0,315084,8.6625,,0,1,False
536,1,2,"Hart, Miss. Eva Miriam",False,7.0,0,2,F.C.C. 13529,26.25,,0,1,False
537,0,1,"Butt, Major. Archibald Willingham",True,45.0,0,0,113050,26.55,B38,0,4,False
538,1,1,"LeRoy, Miss. Bertha",False,30.0,0,0,PC 17761,106.425,,1,1,False
539,0,3,"Risien, Mr. Samuel Beard",True,,0,0,364498,14.5,,0,0,True
540,1,1,"Frolicher, Miss. Hedwig Margaritha",False,22.0,0,2,13568,49.5,B39,1,1,False
541,1,1,"Crosby, Miss. Harriet R",False,36.0,0,2,WE/P 5735,71.0,B22,0,1,False
542,0,3,"Andersson, Miss. Ingeborg Constanzia",False,9.0,4,2,347082,31.275,,0,1,False
543,0,3,"Andersson, Miss. Sigrid Elisabeth",False,11.0,4,2,347082,31.275,,0,1,False
544,1,2,"Beane, Mr. Edward",True,32.0,1,0,2908,26.0,,0,0,False
545,0,1,"Douglas, Mr. Walter Donald",True,50.0,1,0,PC 17761,106.425,C86,1,0,False
546,0,1,"Nicholson, Mr. Arthur Ernest",True,64.0,0,0,693,26.0,,0,0,False
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",False,19.0,1,0,2908,26.0,,0,2,False
548,1,2,"Padro y Manent, Mr. Julian",True,,0,0,SC/PARIS 2146,13.8625,,1,0,True
549,0,3,"Goldsmith, Mr. Frank John",True,33.0,1,1,363291,20.525,,0,0,False
550,1,2,"Davies, Master. John Morgan Jr",True,8.0,1,1,C.A. 33112,36.75,,0,3,False
